object,version,sheet_types,sheets_n,area_total_m2,area_living_m2,room_counts,rooms,sources
3мд сашино  - стены,,"другое, планировка, спецификация",3,0.0,0.0,,,2025\Дома\Сашино 3МД Людмила\Новая папка\3МД Сашино  - СТЕНЫ.pdf (стр.1) | 2025\Дома\Сашино 3МД Людмила\Новая папка\3МД Сашино  - СТЕНЫ.pdf (стр.2) | 2025\Дома\Сашино 3МД Людмила\Новая папка\3МД Сашино  - СТЕНЫ.pdf (стр.3)
3мд сергей барн,в1,планировка,1,48.2,48.2,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1",Детская 8.06м²; Спальная 11.2м²; С/У 4.15м²; Кухня-Гостиная 16.44м²; Прихожая-Холл 8.39м²,2026\Планировки\Юра\3МД Сергей Барн В1.pdf (стр.1)
3мд сергей барн,в2,планировка,1,65.7,48.7,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Детская 6.74м²; Спальная 11.2м²; С/У 4.15м²; Кухня-Гостиная 18.45м²; Прихожая-Холл 8.12м²; Терраса 14.08м²; Крыльцо 3.0м²,2026\Планировки\Юра\3МД Сергей Барн В2.pdf (стр.1)
3мд сергей барн,в3,планировка,1,65.5,48.5,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Детская 7.36м²; Спальная 10.38м²; С/У 4.28м²; Кухня-Гостиная 19.02м²; Прихожая-Холл 7.42м²; Терраса 14.08м²; Крыльцо 3.0м²,2026\Планировки\Юра\3МД Сергей Барн В3.pdf (стр.1)
3мд сергей барн,в4,планировка,1,65.5,48.5,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Детская 7.36м²; Спальня 10.38м²; С/У 4.28м²; Кухня-Гостиная 19.02м²; Прихожая-Холл 7.42м²; Терраса 14.08м²; Крыльцо 3.0м²,2026\Планировки\Юра\3МД Сергей Барн В4.pdf (стр.1)
3мд снетково,в1,планировка,2,105.1,80.4,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:4, терраса:4",Прихожая 3.29м²; Кухня-Гостиная 21.44м²; Спальня 8.35м²; Спальня 8.35м²; Порная 2.83м²; С/У 3.54м²; Терраса 11.99м²; Крыльцо 3.0м²; Кухня-столовая 21.45м²; Спальня 8.35м²; Спальня 2.85м²; Терраса 3.34м²; Терраса 3.0м²; Терраса 3.3м²,2025\Дома\3МД Снетково\3МД Снетково В1.pdf (стр.1) | 2025\Планировки\Юра\3МД Снетково В1.pdf (стр.1)
3мд спальная+парная,,планировка,1,92.2,65.2,"гостиная:1, прихожая:2, санузел:1, сауна:1, спальня:1, терраса:1",Спальня 17.22м²; Кухня-Гостиная 22.08м²; Холл 3.3м²; Прихожая 4.62м²; С/У 2.92м²; Тех. Помещение 5.42м²; Помывочная 4.64м²; Парная 5.02м²; Терраса 27.0м²,2025\Планировки\Юра\3МД Спальная+Парная.pdf (стр.1)
3мд спальная+парная,в1,планировка,1,92.2,65.2,"гостиная:1, прихожая:2, санузел:1, сауна:1, спальня:1, терраса:1",Спальня 17.22м²; Кухня-Гостиная 22.08м²; Холл 3.3м²; Прихожая 4.62м²; С/У 2.92м²; Тех. Помещение 5.42м²; Помывочная 4.64м²; Парная 5.02м²; Терраса 27.0м²,2025\Планировки\Юра\3МД Спальная+Парная В1.pdf (стр.1)
3мд ульяна,в1,планировка,1,56.0,44.7,"гостиная:1, прихожая:1, спальня:1, терраса:1",Спальня 9.14м²; Кухня-Гостиная 24.15м²; Прихожая 2.49м²; Кладовая 1.82м²; Кабинет 7.1м²; Терраса 11.26м²,2026\Планировки\Юра\3МД Ульяна В1.pdf (стр.1)
3мд чехофф банный дом - план внутренней отделки,,"планировка, спецификация",3,0.0,0.0,"гостиная:4, санузел:3, спальня:4",С/У-01; С/У-02; С/У-03; Гостиная 1; Гостиная 2; Гостиная 3; Гостиная 4; Спальная 01; Спальная 02; Спальная 03; Спальная 04,2026\ДОМА\Чехов банный дом МД3\ВН ОТДЕЛКА\3МД Чехофф Банный дом - План внутренней отделки.pdf (стр.1) | 2026\ДОМА\Чехов банный дом МД3\ВН ОТДЕЛКА\3МД Чехофф Банный дом - План внутренней отделки.pdf (стр.2) | 2026\ДОМА\Чехов банный дом МД3\ВН ОТДЕЛКА\3МД Чехофф Банный дом - План внутренней отделки.pdf (стр.3)
4,,планировка,1,67.9,49.9,"кухня:1, санузел:1, спальня:2, терраса:1",ВХОД 3.0м²; санузел 4.2м²; кухня 22.75м²; спальня 10.45м²; спальня 9.5м²; терраса 18.0м²,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\4.pdf (стр.1)
4 модуля планировка,,планировка,2,106.0,106.0,"гостиная:2, прихожая:2, санузел:4, спальня:2",спальня 7.67м²; кухня-гостиная 23.03м²; ванная 7.23м²; прихожая 5.11м²; коридор 5.3м²; туалет 4.68м²; спальня 7.67м²; кухня-гостиная 23.03м²; ванная 7.23м²; коридор 5.11м²; прихожая 5.3м²; туалет 4.68м²,2024\Прадайз\Нью парадайс\4 модуля планировка.pdf (стр.1) | Работы Валя\Нью парадайс\4 модуля планировка.pdf (стр.1)
4 модуля планировка (1),,планировка,2,106.0,106.0,"гостиная:2, прихожая:2, санузел:4, спальня:2",спальня 7.67м²; кухня-гостиная 23.03м²; ванная 7.23м²; коридор 5.11м²; прихожая 5.3м²; туалет 4.68м²; спальня 7.67м²; кухня-гостиная 23.03м²; ванная 7.23м²; коридор 5.11м²; прихожая 5.3м²; туалет 4.68м²,2024\Прадайз\Нью парадайс\4 модуля планировка (1).pdf (стр.1) | Работы Валя\Нью парадайс\4 модуля планировка (1).pdf (стр.1)
4 спальни,,планировка,1,0.0,0.0,"гостиная:1, кухня:1, спальня:1",гостиная; кухня; спальня,2025\Планировки\Николай\4 спальни.pdf (стр.1)
4 спальни_вариант 2,,планировка,1,0.0,0.0,"гостиная:1, кухня:1, спальня:1",гостиная; кухня; спальня,2025\Планировки\Николай\4 спальни_вариант 2.pdf (стр.1)
4+ мд ямилахти с2,в1,планировка,1,57.4,44.0,"гостиная:1, санузел:1, спальня:2, терраса:1",С/У 2.12м²; Бойлер Котельная 3.7м²; Гостиная 20.45м²; Спальня 8.87м²; Спальня 8.87м²; Терраса 13.44м²,2026\Планировки\Юра\4+ МД Ямилахти С2 В1.pdf (стр.1)
4+ мд ямилахти с2,в2,,1,0.0,0.0,,,2026\Планировки\Юра\4+ МД Ямилахти С2 В2.pdf (стр.1)
4+ мд ямилахти с2,в3,,1,0.0,0.0,,,2026\Планировки\Юра\4+ МД Ямилахти С2 В3.pdf (стр.1)
4+мд максим белоостров,в1,планировка,1,109.9,75.1,"гостиная:1, прихожая:2, санузел:2, спальня:2, терраса:1",Кухня-Гостиная 24.85м²; Спальня 7.14м²; Прихожая 5.17м²; Бойлерная 4.02м²; С/У 3.95м²; Кладовая 3.95м²; Кабинет 7.15м²; С/У 4.99м²; Гардеробная 2.5м²; Холл 1.87м²; Спальня 9.53м²; Терраса 34.82м²,2025\Планировки\Для Василия\4+МД Максим Белоостров В1.pdf (стр.1)
4.63.5,,планировка,1,38.3,38.3,,БАНЯ; Матрас 200х200см 12.0м²; холод 4.8м²; котел 21.5м²,Планировки\Обновленные\4.63.5.pdf (стр.1)
4мд вариант (сауна) 4,в1,,1,0.0,0.0,,,2025\Планировки\Юра\4МД Вариант (сауна) 4 В1.pdf (стр.1)
4мд вариант 2,в1,планировка,1,63.6,63.6,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 18.0м²; кухня 9.69м²; спальня 21.02м²; санузел 2.83м²; ванная 3.47м²; коридор 8.57м²,2025\Планировки\Юра\4МД Вариант 2 В1.pdf (стр.1)
4мд вариант 3,в2,планировка,1,75.2,54.2,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",Кухня-Гостиная 23.96м²; Спальня 11.07м²; Спальня 10.22м²; Кладовая 1.96м²; Прихожая 3.23м²; С/У 3.74м²; Терраса 18.0м²; Крыльцо 3.0м²,2025\Планировки\Юра\4МД Вариант 3 В2.pdf (стр.1)
4мд вариант 3,в3,планировка,1,75.2,54.2,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",Кухня-Гостиная 23.96м²; Спальня 11.07м²; Спальня 10.22м²; Кладовая 1.96м²; Прихожая 3.23м²; С/У 3.74м²; Терраса 18.0м²; Крыльцо 3.0м²,2025\Планировки\Юра\4МД Вариант 3 В3.pdf (стр.1)
4мд вариант 3,в4,планировка,1,75.2,54.2,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",Кухня-Гостиная 23.96м²; Спальня 11.07м²; Спальня 10.22м²; Кладовая 1.96м²; Прихожая 3.23м²; С/У 3.74м²; Терраса 18.0м²; Крыльцо 3.0м²,2025\Планировки\Юра\4МД Вариант 3 В4.pdf (стр.1)
4мд вариант 3,в5,планировка,1,75.2,54.2,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",Кухня-Гостиная 23.96м²; Спальня 11.07м²; Спальня 10.22м²; Кладовая 1.96м²; Прихожая 3.23м²; С/У 3.74м²; Терраса 18.0м²; Крыльцо 3.0м²,2025\Планировки\Юра\4МД Вариант 3 В5.pdf (стр.1)
4мд гараж,в2,планировка,1,47.4,0.0,,Гараж 1 23.69м²; Гараж 1 23.69м²,2026\Планировки\Юра\4МД Гараж В2.pdf (стр.1)
4мд гараж,в3,планировка,1,47.8,0.0,,Гараж 1 23.88м²; Гараж 1 23.88м²,2026\Планировки\Юра\4МД Гараж В3.pdf (стр.1)
4мд гараж,в4,планировка,1,47.6,0.0,,Гараж 1 23.81м²; Гараж 1 23.81м²,2026\Планировки\Юра\4МД Гараж В4.pdf (стр.1)
4мд гараж,в6,планировка,1,46.3,0.0,,Гараж 1 23.13м²; Гараж 1 23.14м²,2026\Планировки\Юра\4МД Гараж В6.pdf (стр.1)
4мд гараж схема площадки,,другое,1,0.0,0.0,,,2026\ДОМА\4МД Гараж\4МД Гараж Схема площадки.pdf (стр.1)
4мд денис орехово,в1,планировка,1,0.0,0.0,,,2026\Планировки\Юра\4МД Денис Орехово В1.pdf (стр.1)
4мд диалог,в0,планировка,1,48.7,48.7,спальня:1,Зал 16.13м²; Мастер спальня 17.36м²; Кабинет 8.96м²; Тех. Помещение 6.22м²,2026\Планировки\Юра\4МД Диалог В0.pdf (стр.1)
