object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
7++мд максим белоостров,в6,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7++МД Максим Белоостров В6.pdf,1,97.4,97.4,"гостиная:1, прихожая:2, санузел:2, спальня:2",Кухня-Гостинная 42.95м²; Спальная 9.11м²; Прихожая 5.48м²; Бойлерная 6.09м²; С/У 4.12м²; Кладовая 3.72м²; Кабинет 6.87м²; С/У 4.99м²; Гардеробная 2.63м²; Холл 1.76м²; Спальная 9.69м²
7++мд максим белоостров в5-1,,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7++МД Максим Белоостров В5-1.pdf,1,136.2,97.4,"гостиная:1, прихожая:2, санузел:2, спальня:2, терраса:1",Кухня-Гостиная 42.95м²; Спальня 9.11м²; Прихожая 5.48м²; Бойлерная 6.09м²; С/У 4.12м²; Кладовая 3.72м²; Кабинет 6.87м²; С/У 4.99м²; Гардеробная 2.63м²; Холл 1.76м²; Спальня 9.69м²; Терраса 38.75м²
7++мд максим белоостров в5-2,,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7++МД Максим Белоостров В5-2.pdf,1,136.2,97.4,"гостиная:1, прихожая:2, санузел:2, спальня:2, терраса:1",Кухня-Гостинная 42.95м²; Спальня 9.11м²; Прихожая 5.48м²; Бойлерная 6.09м²; С/У 4.12м²; Кладовая 3.72м²; Кабинет 6.87м²; С/У 4.99м²; Гардеробная 2.63м²; Холл 1.76м²; Спальня 9.69м²; Терраса 38.75м²
7++мд максим белоостров в6-2,,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7++МД Максим Белоостров В6-2.pdf,1,136.2,97.4,"гостиная:1, прихожая:2, санузел:2, спальня:2, терраса:1",Кухня-Гостинная 42.95м²; Спальня 9.11м²; Прихожая 5.48м²; Бойлерная 6.09м²; С/У 4.12м²; Кладовая 3.72м²; Кабинет 6.87м²; С/У 4.99м²; Гардеробная 2.63м²; Холл 1.76м²; Спальня 9.69м²; Терраса 38.75м²
7+2 модуля планировка нью парадайс,,планировка,Планировка дома,2024\Прадайз\Нью парадайс\27 сентября\7+2 модуля Планировка Нью Парадайс.pdf,1,204.3,204.3,"гостиная:1, кухня:1, прихожая:1, санузел:9, спальня:2",Гостиная 69.6м²; Спальня 12.54м²; Спальня 12.54м²; Кухня 48.5м²; Холл 6.45м²; Санузел 3.84м²; Санузел 4.54м²; Санузел 5.39м²; Санузел 5.45м²; Санузел 6.3м²; Санузел 3.68м²; Санузел 5.65м²; Санузел 13.53м²; Санузел 6.27м²
7+2 модуля планировка нью парадайс,,планировка,Формат А3,Работы Валя\Нью парадайс\27 сентября\7+2 модуля Планировка Нью Парадайс.pdf,1,204.3,204.3,"гостиная:1, кухня:1, прихожая:1, санузел:9, спальня:2",Гостиная 69.6м²; Спальня 12.54м²; Спальня 12.54м²; Кухня 48.5м²; Холл 6.45м²; Санузел 3.84м²; Санузел 4.54м²; Санузел 5.39м²; Санузел 5.45м²; Санузел 6.3м²; Санузел 3.68м²; Санузел 5.65м²; Санузел 13.53м²; Санузел 6.27м²
7_плюс_мд,в3,планировка,COUNTRY HOUSE,2025\Дома\Дом с сауной\7_Плюс_МД_В3.pdf,1,120.6,120.6,"гостиная:1, прихожая:2, санузел:2, спальня:1",Кухня-Гостиная 32.83м²; Холл 12.71м²; Тех. Помещение 7.12м²; Спальная-Гардеробная 27.71м²; С/У 10.47м²; С/У 4.9м²; Прихожая 8.15м²; Мастерская 16.69м²
7_плюс_мд,в4,планировка,COUNTRY HOUSE,2025\Дома\Дом с сауной\7_Плюс_МД_В4.pdf,1,120.6,120.6,"гостиная:1, прихожая:2, санузел:2, спальня:1",Кухня-Гостиная 32.83м²; Холл 12.71м²; Тех. Помещение 7.12м²; Спальная-Гардеробная 27.71м²; С/У 10.47м²; С/У 4.9м²; Прихожая 8.15м²; Мастерская 16.69м²
7_плюс_мд,в5,планировка,COUNTRY HOUSE,2025\Дома\Дом с сауной\7_Плюс_МД_В5.pdf,1,70.7,49.7,"гостиная:1, кухня:1, санузел:1, сауна:1, терраса:1",Гостиная 22.95м²; Кухня 8.51м²; Парная 7.17м²; Душевая 5.29м²; Тех.помещение 2.86м²; С/У 2.93м²; Терраса 18.0м²; Крыльцо 3.0м²
7_плюс_мд,в6,планировка,COUNTRY HOUSE,2025\Дома\Дом с сауной\7_Плюс_МД_В6.pdf,1,70.7,49.7,"гостиная:1, кухня:1, санузел:1, сауна:1, терраса:1",Гостиная 22.95м²; Кухня 8.51м²; Парная 7.17м²; Душевая 5.29м²; Тех.помещение 2.86м²; С/У 2.93м²; Терраса 18.0м²; Крыльцо 3.0м²
7мд андрей мск,в1,,,2025\Планировки\Юра\7МД Андрей МСК В1.pdf,1,0.0,0.0,,
7мд жилой дом с сауной,в1,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7МД Жилой дом с сауной В1.pdf,1,134.5,112.9,"гостиная:1, прихожая:2, санузел:2, сауна:1, спальня:3, терраса:1",Кухня-Гостиная 46.71м²; Спальня 13.83м²; Спальня 14.11м²; Спальня 11.52м²; Холл 6.48м²; С/У 1.51м²; С/У 4.92м²; Парная 4.76м²; Котельная 5.01м²; Прихожая 4.04м²; Крыльцо 3.62м²; Терраса 18.0м²
7мд жилой дом с сауной,в2,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7МД Жилой дом с сауной В2.pdf,1,134.5,112.9,"гостиная:1, прихожая:2, санузел:2, сауна:1, спальня:3, терраса:1",Кухня-Гостиная 46.71м²; Спальня 13.83м²; Холл 6.48м²; С/У 1.51м²; Спальня 14.11м²; Спальня 11.52м²; С/У 4.92м²; Парная 4.76м²; Котельная 5.01м²; Прихожая 4.04м²; Крыльцо 3.62м²; Терраса 18.0м²
7мд жилой дом с сауной,в3,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\7МД Жилой дом с сауной В3.pdf,1,149.0,112.7,"гостиная:1, прихожая:2, санузел:2, сауна:1, спальня:3, терраса:1",Кухня-Гостиная 46.71м²; Спальня 13.72м²; Спальня 13.73м²; Спальня 11.52м²; Холл 6.48м²; С/У 1.82м²; С/У 4.92м²; Парная 4.76м²; Котельная 5.01м²; Прихожая 4.04м²; Крыльцо 9.32м²; Терраса 26.98м²
7мд ирина,в1,планировка,7МД Ирина В1,2026\Планировки\Юра\7МД Ирина В1.pdf,1,107.2,81.1,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:2, терраса:1",Кухня-Гостиная 29.32м²; Парная 4.22м²; Душевая 4.66м²; С/У 2.47м²; Спальня 10.91м²; Спальная 12.87м²; Прихожая 11.48м²; Гардеробная 5.21м²; Терраса 26.04м²
7мд ирина,в3,планировка,5МД Ирина В3,2026\Планировки\Юра\7МД Ирина В3.pdf,1,84.5,63.1,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостиная 26.16м²; Спальная 10.17м²; Тех.Помещение 4.79м²; С/У 5.88м²; Парная 3.12м²; Прихожая 5.1м²; Кабинет 7.91м²; Крыльцо 3.36м²; Терраса 18.0м²
7мд ирина раздолье,в1,планировка,7МД Ирина Раздолье В1,2026\Планировки\Юра\7МД Ирина Раздолье В1.pdf,1,109.4,109.4,"гостиная:1, прихожая:3, санузел:1, спальня:4",1 Спальня 17.78м²; 2 Кухня-Гостиная 34.87м²; 3 Прихожая 3.45м²; 4 Спальная 10.04м²; 5 Спальня 10.04м²; 6 Спальня 15.94м²; 7 Душевая 1.69м²; 8 Санузел 2.4м²; 9 Прихожая 2.4м²; 10 Техническое помещение-Кладовая 4.5м²; 11 Холл 6.32м²
7мд ирина раздолье,в2,планировка,7МД Ирина Раздолье В2,2026\Планировки\Юра\7МД Ирина Раздолье В2.pdf,1,107.8,93.2,"гостиная:1, детская:2, прихожая:1, санузел:2, сауна:1, спальня:1, терраса:1",Терраса 11.64м²; Спальная 10.97м²; Гардеробная 3.05м²; С/У 3.74м²; Детская 10.03м²; Детская 8.86м²; Кухня-Гостиная 33.83м²; Парная 4.71м²; С/У 6.44м²; Прихожая 5.4м²; Тех. Помещение 6.14м²; Крыльцо 3.0м²
7мд ирина раздолье,в3,планировка,7МД Ирина Раздолье В3,2026\Планировки\Юра\7МД Ирина Раздолье В3.pdf,1,107.8,93.2,"гостиная:1, детская:2, прихожая:1, санузел:2, сауна:1, спальня:1, терраса:1",Терраса 11.64м²; Спальная 10.97м²; Гардеробная 3.05м²; Кухня-Гостиная 33.83м²; Парная 4.71м²; С/У 6.44м²; Прихожая 5.4м²; Детская 8.86м²; Детская 10.03м²; С/У 3.74м²; Тех. Помещение 6.14м²; Крыльцо 3.0м²
7мд мск победоносец,в2,планировка,7МД МСК Победоносец В2,2026\Планировки\Юра\7МД МСК Победоносец В2.pdf,1,141.2,117.5,"детская:2, прихожая:4, санузел:2, терраса:1",Детская 1 16.12м²; Детская 2 13.92м²; Холл 4.42м²; С/У 4.37м²; Тех. Помещение 5.87м²; Прихожая 5.63м²; Прихожая 43.54м²; Гардеробная 6.58м²; С/У 3.55м²; Прихожая 13.48м²; Крыльцо 6.29м²; Терраса 17.46м²
7мд мск победоносец,в3,планировка,7МД МСК Победоносец В3,2026\Планировки\Юра\7МД МСК Победоносец В3.pdf,1,141.2,117.5,"детская:2, прихожая:4, санузел:2, терраса:1",Детская 1 16.12м²; Детская 2 13.92м²; Холл 4.42м²; С/У 4.37м²; Тех. Помещение 5.87м²; Прихожая 5.63м²; Прихожая 43.54м²; Гардеробная 6.58м²; С/У 3.55м²; Прихожая 13.48м²; Крыльцо 6.29м²; Терраса 17.46м²
7мд мск победоносец,в4,планировка,7МД МСК Победоносец В3,2026\Планировки\Юра\7МД МСК Победоносец В4.pdf,1,141.2,117.5,"детская:2, прихожая:3, санузел:1, спальня:2, терраса:1",Детская 1 16.12м²; Детская 2 13.92м²; Холл 4.42м²; С/У 4.37м²; Тех. Помещение 5.87м²; Прихожая 5.63м²; Прихожая 43.54м²; Гардеробная 6.58м²; Спальня 3.55м²; Спальная 13.48м²; Крыльцо 6.29м²; Терраса 17.46м²
8,,планировка,2 МОДУЛЯ СПАЛЬНЯ 2ШТ,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\8.pdf,1,53.8,53.8,"гостиная:1, прихожая:1, санузел:1, спальня:2",спальня 8.9м²; кухня-гостиная 17.5м²; спальня 18.0м²; ванная 3.15м²; коридор 3.25м²; прихожая 3.0м²
